,href,youtuber_name,part,gender
4,/watch?v=GX4ttLAOUGY,Barbellator,legs,1
5,/watch?v=SXvAK7i5lt4,Barbellator,legs,1
6,/watch?v=iHCBDaYvLEs,Barbellator,legs,1
7,/watch?v=QTDoYJC5ktI,Barbellator,legs,1
8,/watch?v=MLqDuqoQmUk,Barbellator,legs,1
9,/watch?v=FVAGB67eup0,Barbellator,legs,1
10,/watch?v=F0CiY_D8sPo,Barbellator,legs,1
11,/watch?v=WkPWWx8dYP8,Barbellator,legs,1
12,/watch?v=nF7We3ODRKY,Barbellator,legs,1
13,/watch?v=brK6lrA3nhY,Barbellator,legs,1
14,/watch?v=k8fodIR_mgg,Barbellator,legs,1
15,/watch?v=pyWFwdZx_Ro,Barbellator,legs,1
16,/watch?v=brz2z-RFH7Q,Barbellator,legs,1
17,/watch?v=Fvaa7LPCKWc,Barbellator,legs,1
18,/watch?v=eJyHO8_B2G0,Barbellator,legs,1
19,/watch?v=v74AoWGUUSM,Barbellator,legs,1
20,/watch?v=Ah72gR5DrxU,Barbellator,legs,1
21,/watch?v=0fizaTZXc8Y,Barbellator,legs,1
22,/watch?v=fqZpZAxd-Ys,Barbellator,legs,1
23,/watch?v=BaYv0wURrG0,Barbellator,legs,1
24,/watch?v=QDl1nvu835Q,Barbellator,legs,1
25,/watch?v=wlWiHdrpHJM,Barbellator,legs,1
26,/watch?v=_C5QkXgY5kw,Barbellator,legs,1
27,/watch?v=H8qB_Pfrj10,Barbellator,legs,1
28,/watch?v=kgUndAxMqY8,Barbellator,legs,1
